ticker,date,title,content,source,url,sentiment_score,sentiment_label
SPY,2026-03-01,伊朗戰爭衝擊大 分析師 ： 投資人湧入美債等防禦型資產避險,伊朗戰爭衝擊大 分析師 ： 投資人湧入美債等防禦型資產避險,ec.ltn.com.tw,https://ec.ltn.com.tw/article/breakingnews/5355386,0.056713663041591644,neutral
SPY,2026-03-01,DMM : Borsa İstanbul iddiasına itibar edilmemeli,DMM : Borsa İstanbul iddiasına itibar edilmemeli,ensonhaber.com,https://www.ensonhaber.com/ekonomi/dmm-borsa-istanbul-iddiasina-itibar-edilmemeli,0.029692962765693665,neutral
SPY,2026-03-01,  Borsa İstanbulun pazartesi günü işlemlere kapatılacağı  iddiası : DMMden açıklama geldi,  Borsa İstanbulun pazartesi günü işlemlere kapatılacağı  iddiası : DMMden açıklama geldi,birgun.net,https://www.birgun.net/haber/borsa-istanbul-un-pazartesi-gunu-islemlere-kapatilacagi-iddiasi-dmm-den-aciklama-geldi-696739,0.031246349215507507,neutral
SPY,2026-03-01,상법 개정에 … 배당형 ETF  재평가,상법 개정에 … 배당형 ETF  재평가,fnnews.com,https://www.fnnews.com/news/202603011825320853,0.09791829623281956,neutral
SPY,2026-03-01,"March 2026 Trading Calendar Out , Stock Market To Remain Shut 12 Days Including Holi & Ram Navami Plan Your Trades Carefully","March 2026 Trading Calendar Out , Stock Market To Remain Shut 12 Days Including Holi & Ram Navami Plan Your Trades Carefully",freepressjournal.in,https://www.freepressjournal.in/business/march-2026-trading-calendar-out-stock-market-to-remain-shut-12-days-including-holi-ram-navami-plan-your-trades-carefully,-0.175730736926198,neutral
SPY,2026-03-01,البورصة تشهد أول تداولات للعقود المستقبلية على مؤشر EGX30 بقيمة 2 . 7 مليون جنيه,البورصة تشهد أول تداولات للعقود المستقبلية على مؤشر EGX30 بقيمة 2 . 7 مليون جنيه,vetogate.com,https://www.vetogate.com/5605253,0.020872753113508224,neutral
SPY,2026-03-01,Man charged with using taco seasoning packets to steal trading cards,Man charged with using taco seasoning packets to steal trading cards,dexerto.com,https://www.dexerto.com/entertainment/man-charged-after-allegedly-using-taco-seasoning-packets-to-steal-trading-cards-3326694/,-0.4576223250478506,neutral
SPY,2026-03-01,"Bakan Şimşek ,  Borsa İstanbul kapatılacak  iddiasına yanıt verdi","Bakan Şimşek ,  Borsa İstanbul kapatılacak  iddiasına yanıt verdi",haberler.com,http://www.haberler.com/ekonomi/bakan-simsek-borsa-istanbul-kapatilacak-19614172-haberi/,0.10522473137825727,neutral
SPY,2026-03-01,DMMden  Borsa İstanbul Pazartesi Günü İşlemlere Kapatılacak  İddialarına Yalanlama,DMMden  Borsa İstanbul Pazartesi Günü İşlemlere Kapatılacak  İddialarına Yalanlama,gercekgundem.com,https://www.gercekgundem.com/ekonomi/dmmden-borsa-istanbul-pazartesi-gunu-islemlere-kapatilacak-iddialarina-yalanlama-567458,0.03543874993920326,neutral
SPY,2026-03-01,  Borsa İstanbul Kapatılacak  iddialarına ilişkin açıklama,  Borsa İstanbul Kapatılacak  iddialarına ilişkin açıklama,haberler.com,https://www.haberler.com/yerel/borsa-istanbul-un-kapatilacagi-iddialari-asilsiz-19613888-haberi/,0.033868392929434776,neutral
SPY,2026-03-01,Χρηματιστήριο Αθηνών : Το στοίχημα του 2026,Χρηματιστήριο Αθηνών : Το στοίχημα του 2026,newsbeast.gr,https://www.newsbeast.gr/financial/arthro/12929548/chrimatistirio-athinon-to-stoichima-tou-2026,0.02227604016661644,neutral
SPY,2026-03-01,Το μεγάλο στοίχημα του 2026 για το Χρηματιστήριο Αθηνών,Το μεγάλο στοίχημα του 2026 για το Χρηματιστήριο Αθηνών,voria.gr,https://www.voria.gr/article/megalo-stoihima-toy-2026-gia-hrimatistirio-athinon,0.07057565450668335,neutral
SPY,2026-03-01,石油 ・ ガスメジャーや商社 、 ホルムズ海峡経由の輸送停止＝関係筋,石油 ・ ガスメジャーや商社 、 ホルムズ海峡経由の輸送停止＝関係筋,jp.reuters.com,https://jp.reuters.com/markets/commodities/YX7C5JLJABMK3GI7RLRJG23Q7M-2026-03-01/,0.09096356108784676,neutral
SPY,2026-03-01,В торговый порт Омана попали два беспилотника,В торговый порт Омана попали два беспилотника,ria.ru,https://ria.ru/20260301/oman-2077627156.html,0.571871031075716,positive
SPY,2026-03-01,"Χρηματιστήριο Αθηνών : Το στοίχημα του 2026 , οι προβλέψεις","Χρηματιστήριο Αθηνών : Το στοίχημα του 2026 , οι προβλέψεις",inewsgr.com,https://www.inewsgr.com/184/chrimatistirio-athinon-to-stoichima-tou-2026-oi-provlepseis.htm,0.05452997796237469,neutral
SPY,2026-03-01,Old Mission Capital Boosts iShares MSCI China ETF Allocation During China Market Reset,Old Mission Capital Boosts iShares MSCI China ETF Allocation During China Market Reset,finance.yahoo.com,https://finance.yahoo.com/news/old-mission-capital-boosts-ishares-203610487.html,0.4781474657356739,positive
SPY,2026-03-01,Borsa İstanbul pazartesi kapanacak mı ? Gözler yarına çevrildi,Borsa İstanbul pazartesi kapanacak mı ? Gözler yarına çevrildi,sozcu.com.tr,https://www.sozcu.com.tr/borsa-istanbul-pazartesi-kapanacak-mi-gozler-yarina-cevrildi-p297758,0.029553163796663284,neutral
SPY,2026-03-01,"Excluding the  Magnificent Seven  Stocks , Here How the Market Is Performing in 2026","Excluding the  Magnificent Seven  Stocks , Here How the Market Is Performing in 2026",fool.com,https://www.fool.com/investing/2026/02/28/excluding-the-magnificent-seven-stocks-heres-how/?source=iedfolrf0000001,0.0022672154009342194,neutral
SPY,2026-03-01,Amerikanske banker rammes af AI - frygt og falder dybt,Amerikanske banker rammes af AI - frygt og falder dybt,finans.dk,https://finans.dk/finans/ECE19063961/amerikanske-banker-rammes-af-aifrygt-og-falder-dybt/?fp-exp=70320000&fp-alg=703200001,0.02705921046435833,neutral
SPY,2026-02-27,Diễn biến cổ phiếu cần quan tâm tuần qua,Diễn biến cổ phiếu cần quan tâm tuần qua,tinnhanhchungkhoan.vn,https://www.tinnhanhchungkhoan.vn/dien-bien-co-phieu-can-quan-tam-tuan-qua-post385902.html,0.015173889696598053,neutral
SPY,2026-02-27,Senators Issue Act to Ban Wall St from Buying Up U . S . Homes,Senators Issue Act to Ban Wall St from Buying Up U . S . Homes,breitbart.com,https://www.breitbart.com/politics/2026/02/26/senators-issue-trump-backed-homes-for-american-families-act-to-ban-wall-street-from-buying-up-u-s-homes/,-0.04804789647459984,neutral
SPY,2026-02-27,CANLI BORSA | Borsa İstanbul 27 Şubat 2026 Cuma : İşte BIST 100 endeksi,CANLI BORSA | Borsa İstanbul 27 Şubat 2026 Cuma : İşte BIST 100 endeksi,finans.mynet.com,https://finans.mynet.com/haber/detay/borsa/canli-borsa-borsa-istanbul-27-subat-2026-cuma-iste-bist-100-endeksi/538812/,0.038494423031806946,neutral
SPY,2026-02-27,Phân tích kỹ thuật phiên chiều 27 / 02 : Giằng co mạnh,Phân tích kỹ thuật phiên chiều 27 / 02 : Giằng co mạnh,vietstock.vn,https://vietstock.vn/2026/02/phan-tich-ky-thuat-phien-chieu-2702-giang-co-manh-585-1406194.htm,-0.014644190669059753,neutral
SPY,2026-02-27,  코스피 6000  이재용 회장 주식 40조 돌파 … 삼성가 합산 91 . 4조,  코스피 6000  이재용 회장 주식 40조 돌파 … 삼성가 합산 91 . 4조,fnnews.com,https://www.fnnews.com/news/202602271000543942,0.022210344672203064,neutral
SPY,2026-02-27,著名经济学家韩志国 ： 长期牛市 ！ 中国股市打开上升空间 _ 东方财富网,著名经济学家韩志国 ： 长期牛市 ！ 中国股市打开上升空间 _ 东方财富网,finance.eastmoney.com,https://finance.eastmoney.com/a/202602273655790895.html,0.08875948935747147,neutral
SPY,2026-02-26,FanDuel parent Flutter ( FLUT ) Q4 2025 earnings,FanDuel parent Flutter ( FLUT ) Q4 2025 earnings,cnbc.com,https://www.cnbc.com/2026/02/26/fanduel-parent-flutter-flut-q4-2025-earnings.html,-0.05072507634758949,neutral
SPY,2026-02-26,Wall Street Says the Stock Market Return in 2026 Will Crush the 30 - Year Average,Wall Street Says the Stock Market Return in 2026 Will Crush the 30 - Year Average,fool.com,https://www.fool.com/investing/2026/02/26/wall-street-stock-market-return-2026-crush-average/,-0.30805107951164246,negative
SPY,2026-02-26,동전주 · 상폐 압박 위기에 … 생존형 주식병합 나선 상장사들,동전주 · 상폐 압박 위기에 … 생존형 주식병합 나선 상장사들,edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=05707206645354456&mediaCodeNo=257,0.4866546764969826,positive
SPY,2026-02-26,Borsa İstanbulda geri çekilme trendi devam ediyor,Borsa İstanbulda geri çekilme trendi devam ediyor,ntv.com.tr,https://www.ntv.com.tr/ntvpara/borsa-istanbulda-geri-cekilme-trendi-devam-ediyor-1713615,0.052216554060578346,neutral
SPY,2026-02-26,Phân tích kỹ thuật phiên chiều 26 / 02 : Đà tăng vững chắc,Phân tích kỹ thuật phiên chiều 26 / 02 : Đà tăng vững chắc,vietstock.vn,https://vietstock.vn/2026/02/phan-tich-ky-thuat-phien-chieu-2602-da-tang-vung-chac-585-1405753.htm,0.02332926169037819,neutral
SPY,2026-02-26,日経平均 、 一時初の5万9000円台 米株高や円安で続伸 ： 朝日新聞,日経平均 、 一時初の5万9000円台 米株高や円安で続伸 ： 朝日新聞,asahi.com,https://www.asahi.com/articles/ASV2V01PYV2VULFA02NM.html,0.09711004421114922,neutral
SPY,2026-02-26,"세일즈포스 , 年 매출 460억달러 전망 … AI 경쟁 우려에 월가  실망  ","세일즈포스 , 年 매출 460억달러 전망 … AI 경쟁 우려에 월가  실망  ",etnews.com,https://www.etnews.com/20260226000006,0.0919426791369915,neutral
SPY,2026-02-26,"Stock Market Today LIVE : Sensex , Nifty 50 likely to rise at opening following gains in Asian , US markets","Stock Market Today LIVE : Sensex , Nifty 50 likely to rise at opening following gains in Asian , US markets",livemint.com,https://www.livemint.com/market/stock-market-today-live-nifty-50-sensex-nvidia-gift-nifty-it-stocks-silver-rate-gold-solar-stocks-trump-tariffs-irfc-11772073364995.html,0.861138392239809,positive
SPY,2026-02-26,NCB leads volume,NCB leads volume,trinidadexpress.com,https://trinidadexpress.com/business/local/ncb-leads-volume/article_4e7ba632-9843-4bd8-81aa-badb17252afb.html,0.03745403420180082,neutral
SPY,2026-02-26,Amundi Dow Jones Industrial Average UCITS ETF Dist : Net Asset Value ( s ) ,Amundi Dow Jones Industrial Average UCITS ETF Dist : Net Asset Value ( s ) ,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2026-02/67797401-amundi-dow-jones-industrial-average-ucits-etf-dist-net-asset-value-s-015.htm,0.026839885860681534,neutral
SPY,2026-02-25,"Different Stocks , Different Returns","Different Stocks , Different Returns",news-gazette.com,https://www.news-gazette.com/business/different-stocks-different-returns/article_82aa022d-586f-43a9-98d6-fe1f0401705b.html,-0.06960297375917435,neutral
SPY,2026-02-25,Gejts priznao dve afere sa  Ruskinjama  Volstrit džurnal : Izvinio se osoblju Fondacije zbog veza sa Epstinom,Gejts priznao dve afere sa  Ruskinjama  Volstrit džurnal : Izvinio se osoblju Fondacije zbog veza sa Epstinom,naslovi.net,https://naslovi.net/2026-02-25/vecernje-novosti/gejts-priznao-dve-afere-sa-ruskinjama-volstrit-dzurnal-izvinio-se-osoblju-fondacije-zbog-veza-sa-epstinom/41399841,0.07140458561480045,neutral
SPY,2026-02-25,Stock Market : 52 week Low volume Stock NSE / BSE - The HinduBusinessLine,Stock Market : 52 week Low volume Stock NSE / BSE - The HinduBusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/52-week-low/,-0.1496095759794116,neutral
SPY,2026-02-25,"Bitcoin ( BTC USD ) price today climbs toward $66 , 000 after sharp overnight swing altcoins rally as crypto futures hit $93 . 5 billion","Bitcoin ( BTC USD ) price today climbs toward $66 , 000 after sharp overnight swing altcoins rally as crypto futures hit $93 . 5 billion",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/bitcoin-btc-usd-price-today-climbs-toward-66000-after-sharp-overnight-swing-altcoins-rally-as-crypto-futures-hit-93-5-billion/articleshow/128782280.cms,0.880680788308382,positive
SPY,2026-02-25,韩国股市市值大增至3 . 76万亿美元 超越法国成为全球第九大股市,韩国股市市值大增至3 . 76万亿美元 超越法国成为全球第九大股市,zaobao.com.sg,https://www.zaobao.com.sg/finance/singapore/story20260225-8638584,0.03717996925115585,neutral
SPY,2026-02-25,Borsa neden düştü ? 25 Şubat Çarşamba Borsa İstanbul BIST 100 endeksi ile borsa bugün neden düşüyor ? ,Borsa neden düştü ? 25 Şubat Çarşamba Borsa İstanbul BIST 100 endeksi ile borsa bugün neden düşüyor ? ,haberturk.com,https://www.haberturk.com/borsa-neden-dustu-25-subat-carsamba-borsa-istanbul-bist-100-endeksi-ile-borsa-bugun-neden-dusuyor-3864885,0.029470285400748253,neutral
SPY,2026-02-25,南方基金刘盈杏 ： 转债市场将进入精细化挖掘阶段 _ 东方财富网,南方基金刘盈杏 ： 转债市场将进入精细化挖掘阶段 _ 东方财富网,finance.eastmoney.com,https://finance.eastmoney.com/a/202602243652926464.html,0.1328553557395935,neutral
SPY,2026-02-25,Amundi Dow Jones Industrial Average UCITS ETF Dist : Net Asset Value ( s ) ,Amundi Dow Jones Industrial Average UCITS ETF Dist : Net Asset Value ( s ) ,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2026-02/67784626-amundi-dow-jones-industrial-average-ucits-etf-dist-net-asset-value-s-015.htm,0.026839885860681534,neutral
SPY,2026-02-25,"South Korea Kospi Gains Over 40 % This Year , Breaks Above 6000 -- Update","South Korea Kospi Gains Over 40 % This Year , Breaks Above 6000 -- Update",marketscreener.com,https://www.marketscreener.com/news/south-korea-s-kospi-gains-over-40-this-year-breaks-above-6000-update-ce7e5cdbd88cf125,0.8696414921432734,positive
SPY,2026-02-25,"Stock Market Today LIVE : Sensex jumps over 400 points at opening , Nifty above 25 , 500 ; IT stocks rise","Stock Market Today LIVE : Sensex jumps over 400 points at opening , Nifty above 25 , 500 ; IT stocks rise",livemint.com,https://www.livemint.com/market/stock-market-news/stock-market-today-live-nifty-today-sensex-nifty-it-stocks-irfc-share-price-gold-rate-silverrate-trump-news-us-markets-11771986789281.html,0.8105552010238171,positive
SPY,2026-02-25,"אחרי הנפילות אתמול , המסחר בת  א נפתח בעליות ; ת  א נדל  ן מוסיף 0 . 8 % ","אחרי הנפילות אתמול , המסחר בת  א נפתח בעליות ; ת  א נדל  ן מוסיף 0 . 8 % ",themarker.com,https://www.themarker.com/markets/2026-02-25/ty-article-live/0000019c-9399-d981-a1be-93bb37840000,0.36038776487112045,neutral
SPY,2026-02-25,AMD đạt thỏa thuận cung cấp chip AI trị giá 60 tỷ USD với Meta,AMD đạt thỏa thuận cung cấp chip AI trị giá 60 tỷ USD với Meta,baotintuc.vn,https://baotintuc.vn/khoa-hoc-cong-nghe/amd-dat-thoa-thuan-cung-cap-chip-ai-tri-gia-60-ty-usd-voi-meta-20260225110808758.htm,0.05256730504333973,neutral
SPY,2026-02-25," [ 뉴스1 PICK ] 코스피 , 마침내  6000  돌파 ... 증시 새 역사"," [ 뉴스1 PICK ] 코스피 , 마침내  6000  돌파 ... 증시 새 역사",news1.kr,https://www.news1.kr/finance/market-exr/6082114,0.015956290066242218,neutral
SPY,2026-02-24,CANLI BORSA | Borsa İstanbul 24 Şubat 2026 Salı : İşte BIST 100 endeksi,CANLI BORSA | Borsa İstanbul 24 Şubat 2026 Salı : İşte BIST 100 endeksi,finans.mynet.com,https://finans.mynet.com/haber/detay/borsa/canli-borsa-borsa-istanbul-24-subat-2026-sali-iste-bist-100-endeksi/538163/,0.036915943026542664,neutral
SPY,2026-02-24,Ngày 24 / 02 / 2026 : 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,Ngày 24 / 02 / 2026 : 10 cổ phiếu nóng dưới góc nhìn PTKT của Vietstock,vietstock.vn,https://vietstock.vn/2026/02/ngay-24022026-10-co-phieu-nong-duoi-goc-nhin-ptkt-cua-vietstock-585-1404803.htm,-0.0011957697570323944,neutral
SPY,2026-02-24, 【 机构策略 】 A股市场结构性趋势依然延续, 【 机构策略 】 A股市场结构性趋势依然延续,stcn.com,https://www.stcn.com/article/detail/3646846.html,0.03025512397289276,neutral
SPY,2026-02-24,Dividend surge pointing to healthier market,Dividend surge pointing to healthier market,europe.chinadaily.com.cn,http://europe.chinadaily.com.cn/a/202602/24/WS699cf75fa310d6866eb39e08.html,0.13150537014007568,neutral
SPY,2026-02-23,Top 3 things to look out for on Tuesday ( SP500 :) ( SP500 :) ( SP500 :) ,Top 3 things to look out for on Tuesday ( SP500 :) ( SP500 :) ( SP500 :) ,seekingalpha.com,https://seekingalpha.com/news/4555480-top-3-things-to-look-out-for-on-tuesday,0.003993634134531021,neutral
SPY,2026-02-23,  I feel the clock ticking : My wife and I are - 2 - ,  I feel the clock ticking : My wife and I are - 2 - ,morningstar.com,https://www.morningstar.com/news/marketwatch/20260223103/i-feel-the-clock-ticking-my-wife-and-i-are-2,-0.006930097937583923,neutral
SPY,2026-02-23,Wall Street trips as Trump tariff fans uncertainty,Wall Street trips as Trump tariff fans uncertainty,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/business/international-business/wall-street-trips-as-trumps-tariff-fans-uncertainty/articleshow/128730815.cms,-0.0034568030387163162,neutral
SPY,2026-02-23,Bursa Malaysia to re - classify investor types after calls for transparency,Bursa Malaysia to re - classify investor types after calls for transparency,dealstreetasia.com,https://www.dealstreetasia.com/stories/bursa-malaysia-to-re-classify-investor-types-473659,0.046721749007701874,neutral
SPY,2026-02-23,CANLI BORSA | Borsa İstanbul 23 Şubat 2026 Pazartesi : İşte BIST 100 endeksi,CANLI BORSA | Borsa İstanbul 23 Şubat 2026 Pazartesi : İşte BIST 100 endeksi,finans.mynet.com,https://finans.mynet.com/haber/detay/borsa/canli-borsa-borsa-istanbul-23-subat-2026-pazartesi-iste-bist-100-endeksi/537928/,0.03786182217299938,neutral
SPY,2026-02-23,Bursa Malaysia to re - classify investor types after calls for transparency,Bursa Malaysia to re - classify investor types after calls for transparency,thestar.com.my,https://www.thestar.com.my/business/business-news/2026/02/23/bursa-malaysia-to-re-classify-investor-types-after-calls-for-transparency,0.046721749007701874,neutral
SPY,2026-02-23,居民少增 、 非银多增延续 ， 存款结构变化如何影响银行负债格局,居民少增 、 非银多增延续 ， 存款结构变化如何影响银行负债格局,yicai.com,https://www.yicai.com/news/103055691.html,0.060641735792160034,neutral
SPY,2026-02-23,普惠性财富效应是股市的魅力源泉,普惠性财富效应是股市的魅力源泉,yicai.com,https://www.yicai.com/news/103055671.html,0.059280265122652054,neutral
SPY,2026-02-23,Neistota v oblasti ciel oslabila americký akciový trh,Neistota v oblasti ciel oslabila americký akciový trh,teraz.sk,https://www.teraz.sk/ekonomika/neistota-v-oblasti-ciel-oslabila-americk/943296-clanok.html,0.05338944122195244,neutral
SPY,2026-02-23,"Rupee Vs Dollar : डॉलर के मुकाबले रुपया मजबूत , 21 पैसे बढ़कर 90 . 73 के स्तर पर पहुंचा","Rupee Vs Dollar : डॉलर के मुकाबले रुपया मजबूत , 21 पैसे बढ़कर 90 . 73 के स्तर पर पहुंचा",hindi.moneycontrol.com,https://hindi.moneycontrol.com/news/commodity/rupee-vs-dollar-rupee-strengthens-against-dollar-rises-21-paise-to-reach-90-73-2374439.html,0.10121774114668369,neutral
SPY,2026-02-23,Vanguard Says : International Stocks Could Beat the U . S . for Years,Vanguard Says : International Stocks Could Beat the U . S . for Years,fool.com,https://www.fool.com/investing/2026/02/22/vanguard-says-international-stocks-could-beat-the/,0.7647368405014277,positive
SPY,2026-02-23,Parents rush to open stock accounts for children as KOSPI hits highs,Parents rush to open stock accounts for children as KOSPI hits highs,koreatimes.co.kr,https://www.koreatimes.co.kr/economy/others/20260223/parents-rush-to-open-stock-accounts-for-children-as-kospi-hits-highs,0.22083324193954468,neutral
SPY,2026-02-22,"GIFT Nifty hits record $23 . 48 bn turnover , logs highest - ever single - day trading volume","GIFT Nifty hits record $23 . 48 bn turnover , logs highest - ever single - day trading volume",prokerala.com,https://www.prokerala.com/news/articles/a1732038.html,0.731207862496376,positive
SPY,2026-02-22,"GIFT Nifty hits record USD 23 . 48 bn turnover , logs highest - ever single - day trading volume","GIFT Nifty hits record USD 23 . 48 bn turnover , logs highest - ever single - day trading volume",zeenews.india.com,https://zeenews.india.com/economy/gift-nifty-hits-record-usd-23-48-bn-turnover-logs-highest-ever-single-day-trading-volume-3019626.html,0.7507679909467697,positive
SPY,2026-02-21,"States spent welfare cash in  crazy way * WorldNetDaily * by Jeremy Portnoy , Real Clear Wire","States spent welfare cash in  crazy way * WorldNetDaily * by Jeremy Portnoy , Real Clear Wire",wnd.com,https://www.wnd.com/2026/02/states-spent-welfare-cash-crazy-ways/,0.001160353422164917,neutral
SPY,2026-02-21,40대 투자자  RIA 나온다는데 ... 국장으로 언제 갈아타야 할까  [ 세무 재테크 Q & A ] ,40대 투자자  RIA 나온다는데 ... 국장으로 언제 갈아타야 할까  [ 세무 재테크 Q & A ] ,fnnews.com,https://www.fnnews.com/news/202602201519178409,0.004032514989376068,neutral
SPY,2026-02-21,Trolley Bag : quanto costa la borsa di design di Lidl,Trolley Bag : quanto costa la borsa di design di Lidl,trend-online.com,https://www.trend-online.com/2026/02/21/lidl-borsa-carrello-spesa-quanto-costa/,0.011497808620333672,neutral
SPY,2026-02-21,美最高法裁决关税政策违法 ， 全球股市大幅反弹,美最高法裁决关税政策违法 ， 全球股市大幅反弹,world.qianlong.com,https://world.qianlong.com/2026/0221/8628141.shtml,0.1069740541279316,neutral
SPY,2026-02-21,3 Brilliant Growth Stock ETFs to Buy Now and Hold for the Long Term,3 Brilliant Growth Stock ETFs to Buy Now and Hold for the Long Term,finance.yahoo.com,https://finance.yahoo.com/news/3-brilliant-growth-stock-etfs-163300491.html,0.02048574574291706,neutral
SPY,2026-02-21,Νερό : Ξεπέρασαν τα επίπεδα του 2025 τα αποθέματα - Πάνω από 680 εκατ . κυβικά στους ταμιευτήρες,Νερό : Ξεπέρασαν τα επίπεδα του 2025 τα αποθέματα - Πάνω από 680 εκατ . κυβικά στους ταμιευτήρες,gazzetta.gr,https://www.gazzetta.gr/plus/2517927/nero-xeperasan-ta-epipeda-toy-2025-ta-apothemata-pano-apo-680-ekat-kybika-stoys,0.05265212059020996,neutral
SPY,2026-02-21,3 Brilliant Growth Stock ETFs to Buy Now and Hold for the Long Term,3 Brilliant Growth Stock ETFs to Buy Now and Hold for the Long Term,fool.com,https://www.fool.com/investing/2026/02/21/buy-growth-stock-etf-long-term/,0.02048574574291706,neutral
SPY,2026-02-21,Bellevue Group AG : cours de laction et cotation en bourse en direct,Bellevue Group AG : cours de laction et cotation en bourse en direct,abcbourse.com,https://www.abcbourse.com/cotation/BBNs,0.05389813333749771,neutral
SPY,2026-02-21,Awilco LNG AS : cours de laction et cotation en bourse en direct,Awilco LNG AS : cours de laction et cotation en bourse en direct,abcbourse.com,https://www.abcbourse.com/cotation/ALNGo,0.010241357609629631,neutral
SPY,2026-02-21,Droits de douane invalidés en Cour suprême | Réaction mitigée en Bourse,Droits de douane invalidés en Cour suprême | Réaction mitigée en Bourse,lapresse.ca,https://www.lapresse.ca/affaires/marches/2026-02-20/droits-de-douane-invalides-en-cour-supreme/reaction-mitigee-en-bourse.php,0.03590460121631622,neutral
SPY,2026-02-21,Singapore financial sector a big winner,Singapore financial sector a big winner,thestar.com.my,https://www.thestar.com.my/business/business-news/2026/02/21/singapores-financial-sector-a-big-winner,0.2937164679169655,neutral
